IDtimetable,coursecode,IDprogramme,coursegrps,numbstudents,stdlevel,IDroom,roomname,examPERIOD,examDATE
3997,ENG105B,,46,145,100,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,08-May-2013
3998,ENG105B,,14,140,100,35,ASSEMBLY HALL,08:30AM - 10:30AM,08-May-2013
3999,ENG105B,,34,140,100,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4000,ENG105B,,35,140,100,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4001,ENG105B,,10,130,100,33,ASSEMBLY HALL,08:30AM - 10:30AM,08-May-2013
4002,ENG105B,,11,120,100,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4003,ENG105B,,12,120,100,77,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4004,ENG105B,,13,120,100,78,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4005,ENG105B,,45,120,100,79,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4006,ENG105B,,18,115,100,80,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4007,ENG105B,,3,115,100,81,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4008,ENG105B,,9,112,100,82,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4009,ENG105B,,1,111,100,83,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4010,ENG105B,,17,111,100,84,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4011,ENG105B,,2,109,100,85,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4012,ENG105B,,4,104,100,86,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4013,ENG105B,,43,100,100,87,CENTER FOR CONTINUING EDUCATION,08:30AM - 10:30AM,08-May-2013
4014,ENG105B,,44,100,100,49,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4015,ENG105B,,42,90,100,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4016,ENG105B,,39,90,100,29,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4017,ENG105B,,19,90,100,46,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4018,ENG105B,,20,90,100,36,CAFETERIA ROOF TOP,08:30AM - 10:30AM,08-May-2013
4019,ENG105B,,24,85,100,41,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4020,ENG105B,,27,85,100,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4021,ENG105B,,41,85,100,34,"ASSEMBLY HALL ",08:30AM - 10:30AM,08-May-2013
4022,ENG105B,,32,82,100,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,08-May-2013
4023,ENG105B,,5,70,100,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,08-May-2013
4024,ENG105B,,38,82,100,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,08-May-2013
4025,ENG105B,,16,80,100,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,08-May-2013
4026,ENG105B,,37,80,100,35,ASSEMBLY HALL,08:30AM - 10:30AM,08-May-2013
4027,ENG105B,,6,71,100,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,08-May-2013
4028,ENG105B,,7,65,100,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4029,ENG105B,,29,80,100,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4030,ENG105B,,33,70,100,40,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4031,ENG105B,,33,12,100,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4032,ENG105B,,26,66,100,18,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4033,ENG105B,,26,15,100,19,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4034,ENG105B,,36,60,100,31,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4035,ENG105B,,36,21,100,22,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4036,ENG105B,,28,60,100,43,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4037,ENG105B,,28,21,100,51,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4038,ENG105B,,30,60,100,45,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4039,ENG105B,,30,20,100,49,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4040,ENG105B,,31,60,100,52,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4041,ENG105B,,31,20,100,49,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4042,ENG105B,,25,56,100,55,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4043,ENG105B,,25,24,100,12,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4044,ENG105B,,15,56,100,30,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4094,HIV101,BSC. ( AGRIC),NULL,1,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4095,HIV101,B. ED. ( MATHS),NULL,16,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4096,HIV101,B. ED. ( BASIC EDUCATION),NULL,1,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4097,HIV101,B. A. ( ARTS),NULL,2,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4098,HIV101,B.ED (COMP. SCIENCE),NULL,2,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4099,HIV101,B. ED. ( MANAGEMENT),NULL,190,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4100,HIV101,B. ED. ( HEALTH SCIENCES),NULL,1,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4101,HIV101,BSC. ( MEDLAB),NULL,1,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4102,HIV101,BSC ( FISHERIES AND AQUA. SCI.),NULL,2,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4103,HIV101,B. ED. ( HPER),NULL,23,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4104,HIV101,BSC ( MOL. BIO. AND BIOTECH.),NULL,1,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4105,HIV101,B. SC. (PSYCH),NULL,189,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4106,HIV101,B. ED. ( SOC. SCI.),NULL,161,100,33,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4107,HIV101,B. ED. ( ACCOUNTING),NULL,104,100,44,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4108,HIV101,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,50,100,44,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4109,HIV101,B. ED. ( ARTS),NULL,98,100,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4110,ILT101,B. A. ( SOCIAL SCIENCES),NULL,529,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4111,ILT101,BSC. ( PHYSICS),NULL,11,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4112,ILT101,B. A. ( MUS. AND THEATRE STDS.),NULL,1,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4113,ILT101,BACHELOR OF MUSIC,NULL,2,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4114,ILT101,BSC ( HUMAN BIOLOGY),NULL,2,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4115,ILT101,BSC ( MOL. BIO. AND BIOTECH.),NULL,1,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4116,ILT101,B. COM.,NULL,2,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4117,ILT101,B.SC ( ENV. SCIENCES),NULL,1,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4118,ILT101,B. ED. ( HOME ECONS.),NULL,1,100,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,06-May-2013
4119,ILT101,B. A. ( ARTS),NULL,284,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,06-May-2013
4120,ILT101,B.SC ( MET. & ATMOSPH. PHY.),NULL,4,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,06-May-2013
4121,ILT101,BSC. ( BIOLOGICAL SCIENCES),NULL,2,100,35,ASSEMBLY HALL,15:30PM - 17:30PM,06-May-2013
4122,ILT101,BSC. ( AGRIC),NULL,153,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4123,ILT101,BSC ( TOURISM MGT),NULL,41,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4124,ILT101,BSC ( STATISTICS.),NULL,5,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4125,ILT101,BSC. ( WATER AND SANITATION),NULL,16,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4126,ILT101,B. A. ( THEATRE STDS.),NULL,4,100,47,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4127,ILT101,B. A. ( COMM. STUDIES ),NULL,106,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4128,ILT101,BSC ( MATHEMATICS),NULL,12,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4129,ILT101,MB Ch. B.,NULL,8,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4130,ILT101,BSC. ( CHEMISTRY),NULL,15,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4131,ILT101,BSC ( MATHS WITH ECONS.),NULL,38,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4132,ILT101,BSC. ( ACTUARIAL SCI.),NULL,37,100,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,06-May-2013
4177,LSC108,NULL,NULL,140,100,49,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4178,LSC108,NULL,NULL,64,100,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4179,LSC106,NULL,NULL,134,100,29,LECTURE THEATER,08:30AM - 10:30AM,06-May-2013
4180,LSC106,NULL,NULL,65,100,19,LECTURE THEATER,08:30AM - 10:30AM,06-May-2013
4181,LSB104,NULL,NULL,120,100,46,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4182,LSB104,NULL,NULL,61,100,41,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4183,LSS104K,NULL,NULL,1,100,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4184,EHS204N,B. ED. ( HEALTH SCIENCES),NULL,40,200,55,LECTURE THEATER,12NOON - 14:00PM,20-May-2013
4185,EHS252N,B. ED. ( HEALTH SCIENCES),NULL,1,200,5,LECTURE THEATER,15:30PM - 17:30PM,21-May-2013
4186,AFS201,B. A. ( AFRICAN STUDIES),NULL,2,200,34,"ASSEMBLY HALL ",08:30AM - 10:30AM,13-May-2013
4187,CWS208,BSC. ( WATER AND SANITATION),NULL,20,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,17-May-2013
4188,INF204,BSC ( INFO. TECH.),NULL,35,200,41,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,10-May-2013
4189,ESS221,B. ED. ( SOC. SCI.),NULL,29,200,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4190,ECS212,B.ED (COMP. SCIENCE),NULL,14,200,45,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,14-May-2013
4191,BCH208,B.SC. ( BIOCHEMISTRY),NULL,52,200,41,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,10-May-2013
4192,OPT202,OD. ( OPTOMETRY),NULL,9,200,28,LECTURE THEATER,15:30PM - 17:30PM,15-May-2013
4193,POH204,BA ( POP. & HEALTH.),NULL,44,200,21,LECTURE THEATER,12NOON - 14:00PM,14-May-2013
4194,ESS215,B. ED. ( SOC. SCI.),NULL,30,200,27,LECTURE THEATER,08:30AM - 10:30AM,21-May-2013
4195,EPH244,B. ED. ( HPER),NULL,43,200,45,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,06-May-2013
4196,ECE210,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,51,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4197,EIN227,B. ED. ( BASIC EDUCATION),NULL,4,200,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,20-May-2013
4198,ESC216,B. ED. ( SCIENCE),NULL,20,200,35,ASSEMBLY HALL,08:30AM - 10:30AM,07-May-2013
4199,OPT206,OD. ( OPTOMETRY),NULL,11,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4200,EBS204,B. ED. ( BASIC. ED.),NULL,10,200,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,23-May-2013
4201,EBS215,B. ED. ( BASIC. ED.),NULL,11,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4202,EHS222N,B. ED. ( HEALTH SCIENCES),NULL,21,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4203,CWS202,BSC. ( WATER AND SANITATION),NULL,33,200,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,23-May-2013
4204,ACR205N,BSC. ( AGRIC),NULL,99,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4205,EAS213,B. ED. ( ARTS),NULL,40,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4206,ECS203,B.ED (COMP. SCIENCE),NULL,14,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4207,MLT212B,BSC. ( MEDLAB),NULL,63,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4208,EAS216F,B. ED. ( ARTS),NULL,1,200,35,ASSEMBLY HALL,08:30AM - 10:30AM,07-May-2013
4209,AEN201N,BSC. ( AGRIC),NULL,99,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4210,EIN231,B. ED. ( BASIC EDUCATION),NULL,27,200,28,LECTURE THEATER,15:30PM - 17:30PM,15-May-2013
4211,MED212,MB Ch. B.,NULL,54,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4212,AEN202N,BSC. ( AGRIC),NULL,99,200,41,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,13-May-2013
4213,ESS216,B. ED. ( SOC. SCI.),NULL,74,200,41,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,07-May-2013
4214,MLT213B,BSC. ( MEDLAB),NULL,65,200,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4215,EAS212,B. ED. ( ARTS),NULL,17,200,38,CAFETERIA ROOF TOP,15:30PM - 17:30PM,23-May-2013
4216,BCH206,B.SC. ( BIOCHEMISTRY),NULL,52,200,36,CAFETERIA ROOF TOP,15:30PM - 17:30PM,06-May-2013
4217,BCH202,B.SC. ( BIOCHEMISTRY),NULL,53,200,35,ASSEMBLY HALL,12NOON - 14:00PM,21-May-2013
4218,ECE208,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,51,200,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4219,MLT219,BSC. ( MEDLAB),NULL,63,200,34,"ASSEMBLY HALL ",08:30AM - 10:30AM,07-May-2013
4220,BPS221,B. SC. (PSYCH),NULL,168,200,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4221,AGN204N,BSC. ( AGRIC),NULL,100,200,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4222,BCH316,B.SC. ( BIOCHEMISTRY),NULL,3,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,07-May-2013
4223,DAN310,B. A. ( ARTS),NULL,2,300,38,CAFETERIA ROOF TOP,15:30PM - 17:30PM,23-May-2013
4224,THS319,B. A. ( THEATRE STDS.),NULL,8,300,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,20-May-2013
4225,GHL314G,B. A. ( ARTS),NULL,3,300,43,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,24-May-2013
4226,FAS307,BSC ( FISHERIES AND AQUA. SCI.),NULL,22,300,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4227,THS312,B. A. ( THEATRE STDS.),NULL,16,300,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4228,DAN309,B. A. ( ARTS),NULL,2,300,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,08-May-2013
4229,ANT310,B. A. ( SOCIAL SCIENCES),NULL,4,300,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,10-May-2013
4230,ENP314,B.SC ( ENG. PHYSICS),NULL,6,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4231,ANT302,B. A. ( SOCIAL SCIENCES),NULL,12,300,38,CAFETERIA ROOF TOP,15:30PM - 17:30PM,23-May-2013
4232,BCH330,B.SC. ( BIOCHEMISTRY),NULL,35,300,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4233,EHS382,B. ED. ( HEALTH SCIENCES),NULL,30,300,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,22-May-2013
4234,FIL310,B. A. ( ARTS),NULL,3,300,19,LECTURE THEATER,15:30PM - 17:30PM,08-May-2013
4235,MUD317,BACHELOR OF MUSIC,NULL,2,300,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,08-May-2013
4236,ANT304,B. A. ( SOCIAL SCIENCES),NULL,12,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4237,ENP302,B.SC ( ENG. PHYSICS),NULL,6,300,27,LECTURE THEATER,08:30AM - 10:30AM,13-May-2013
4238,THS318,B. A. ( THEATRE STDS.),NULL,16,300,35,ASSEMBLY HALL,12NOON - 14:00PM,06-May-2013
4239,CLA302,B. A. ( ARTS),NULL,4,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4240,BIO302A,B. ED. ( SCIENCE),NULL,1,300,35,ASSEMBLY HALL,12NOON - 14:00PM,06-May-2013
4241,CLA318,B. A. ( ARTS),NULL,12,300,41,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,10-May-2013
4242,FIL309,B. A. ( ARTS),NULL,3,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4243,FRE399,B. A. ( ARTS),NULL,1,300,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4244,EHS399,B. ED. ( HEALTH SCIENCES),NULL,30,300,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4245,BIO309,B. ED. ( SCIENCE),NULL,1,300,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,20-May-2013
4246,EIN326,B. ED. ( BASIC EDUCATION),NULL,5,300,36,CAFETERIA ROOF TOP,15:30PM - 17:30PM,06-May-2013
4247,EIN319,B. ED. ( BASIC EDUCATION),NULL,10,300,41,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,07-May-2013
4248,SOC312K,EXCHANGE PROGRAMME,NULL,1,300,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4249,EVT303,B. ED. ( HOME ECONS.),NULL,1,300,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,22-May-2013
4250,HIS407,B. A. ( ARTS),NULL,8,300,51,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4251,OPT312,OD. ( OPTOMETRY),NULL,36,300,24,LECTURE THEATER,15:30PM - 17:30PM,07-May-2013
4252,DAN308,B. A. ( ARTS),NULL,2,300,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4253,ENG319,B. A. ( ARTS),NULL,4,300,52,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,10-May-2013
4254,BCH306,B.SC. ( BIOCHEMISTRY),NULL,35,300,43,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,24-May-2013
4255,POH398,BA ( POP. & HEALTH.),NULL,37,300,54,LECTURE THEATER,08:30AM - 10:30AM,23-May-2013
4256,CTN302,BSC ( INDUSTRIAL CHEMISTRY),NULL,20,300,12,LECTURE THEATER,15:30PM - 17:30PM,07-May-2013
4257,EVT315,B. ED. ( HOME ECONS.),NULL,30,300,54,LECTURE THEATER,08:30AM - 10:30AM,06-May-2013
4258,MLT350A,BSC. ( MEDLAB),NULL,58,300,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,06-May-2013
4259,MUD316,BACHELOR OF MUSIC,NULL,1,300,54,LECTURE THEATER,08:30AM - 10:30AM,06-May-2013
4260,EHS387,B. ED. ( HEALTH SCIENCES),NULL,4,300,40,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,13-May-2013
4261,EBS306,B. ED. ( BASIC. ED.),NULL,6,300,43,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,24-May-2013
4262,CWS316,BSC. ( WATER AND SANITATION),NULL,12,300,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4263,EPH362,B. ED. ( HPER),NULL,18,300,5,LECTURE THEATER,08:30AM - 10:30AM,17-May-2013
4264,EBS302,B. ED. ( BASIC. ED.),NULL,8,300,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,06-May-2013
4265,CWS318,BSC. ( WATER AND SANITATION),NULL,25,300,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,06-May-2013
4266,EMA302,B. ED. ( MATHS),NULL,88,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4267,EIN312,B. ED. ( BASIC EDUCATION),NULL,23,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4268,GEO399,BSC. ( GEOGRAPHY AND REGIONAL PLANNING),NULL,17,300,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4269,EIN301A,B. ED. ( BASIC EDUCATION),NULL,13,300,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4270,BPS325,B. SC. (PSYCH),NULL,39,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4271,FIL313,B. A. ( ARTS),NULL,3,300,4,LECTURE THEATER,15:30PM - 17:30PM,06-May-2013
4272,EBS310,B. ED. ( BASIC. ED.),NULL,51,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4273,EHS314,B. ED. ( HEALTH SCIENCES),NULL,4,300,4,LECTURE THEATER,15:30PM - 17:30PM,06-May-2013
4274,BCH332,B.SC. ( BIOCHEMISTRY),NULL,35,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4275,LAT310,BSC ( LAB. TECH),NULL,90,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4276,LAT312,BSC ( LAB. TECH),NULL,90,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4277,AFS313,B. A. ( AFRICAN STUDIES),NULL,61,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4278,THS315,B. A. ( THEATRE STDS.),NULL,4,300,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,14-May-2013
4279,EVT306,B. ED. ( HOME ECONS.),NULL,138,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4280,BPS329,B. SC. (PSYCH),NULL,32,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4281,ESC330,B. ED. ( SCIENCE),NULL,14,300,41,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,07-May-2013
4282,EHS324,B. ED. ( HEALTH SCIENCES),NULL,32,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4283,AFS330,B. A. ( AFRICAN STUDIES),NULL,37,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4284,EBS308,B. ED. ( BASIC. ED.),NULL,11,300,28,LECTURE THEATER,15:30PM - 17:30PM,15-May-2013
4285,EMA312,B. ED. ( MATHS),NULL,90,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4286,POH304,BA ( POP. & HEALTH.),NULL,37,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4287,EPH349,B. ED. ( HPER),NULL,45,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4288,AEX311N,BSC. ( AGRIC. EXTENSION ),NULL,29,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4289,ACT302,BSC. ( ACTUARIAL SCI.),NULL,25,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4290,HUB302,BSC ( HUMAN BIOLOGY),NULL,89,300,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,08-May-2013
4291,ECE306,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,70,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,22-May-2013
4292,HUB309,BSC ( HUMAN BIOLOGY),NULL,91,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,22-May-2013
4293,ESC332,B. ED. ( SCIENCE),NULL,23,300,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,06-May-2013
4294,CWS306,BSC. ( WATER AND SANITATION),NULL,25,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
